params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.8, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.621315999999979,100,1.7606666666666666,-1.0,-1.0,5.733333333333333,3.3116775876350713
"{""discount_factor"": 0.9, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.2509789999999157,100,5.353098039215687,5.733333333333333,4.9411764705882355,5.733333333333333,0.3957614417808553
"{""discount_factor"": 0.0, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",24.29126199999996,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3733420000000933,100,1.7606666666666666,-1.0,-1.0,5.733333333333333,3.3116775876350713
"{""discount_factor"": 0.2, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.2920610000001034,100,1.8279999999999996,-1.0,-1.0,5.733333333333333,3.3232939482788253
"{""discount_factor"": 0.3, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3020899999999074,100,2.4339999999999993,5.733333333333333,-1.0,5.733333333333333,3.36599326598653
"{""discount_factor"": 0.4, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.213371000000052,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.3558760406189014
"{""discount_factor"": 0.5, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.183358999999882,100,2.7033333333333336,5.733333333333333,-1.0,5.733333333333333,3.349791038258954
"{""discount_factor"": 0.6, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.244416000000001,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""discount_factor"": 0.7, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",1.9519050000001243,100,5.28972549019608,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39321632572394544
"{""discount_factor"": 0.8, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.2025089999999636,100,2.5686666666666667,5.733333333333333,-1.0,5.733333333333333,3.3606012028273224
"{""discount_factor"": 0.9, ""epsilon"": 0.1, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.305059999999912,100,2.03,-1.0,-1.0,5.733333333333333,3.349791038258954
"{""discount_factor"": 0.0, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",24.43721500000015,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.4021690000001854,100,2.1646666666666667,-1.0,-1.0,5.733333333333333,3.360601202827322
"{""discount_factor"": 0.2, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.1029359999999997,100,5.329333333333334,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39599920776312103
"{""discount_factor"": 0.3, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3847359999999753,100,1.9626666666666668,-1.0,-1.0,5.733333333333333,3.342338768653538
"{""discount_factor"": 0.4, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.135811999999987,100,5.29764705882353,4.9411764705882355,4.9411764705882355,5.733333333333333,0.39409306332458266
"{""discount_factor"": 0.5, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3877189999998336,100,2.2993333333333332,-1.0,-1.0,5.733333333333333,3.36599326598653
"{""discount_factor"": 0.6, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3126340000001164,100,2.9053333333333335,5.733333333333333,-1.0,5.733333333333333,3.3232939482788257
"{""discount_factor"": 0.7, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.369531000000052,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.8, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.0777619999998933,100,5.361019607843138,5.733333333333333,4.9411764705882355,5.733333333333333,0.3953648473914496
"{""discount_factor"": 0.9, ""epsilon"": 0.3, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.3475479999999607,100,2.366666666666666,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""discount_factor"": 0.0, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",24.38558899999998,100,-1.0,-1.0,-1.0,-1.0,0.0
"{""discount_factor"": 0.1, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.555597999999918,100,2.501333333333333,5.733333333333333,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.2, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.505535000000009,100,2.636,5.733333333333333,-1.0,5.733333333333333,3.3558760406189014
"{""discount_factor"": 0.3, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.258784999999989,100,5.3847843137254925,5.733333333333333,4.9411764705882355,5.733333333333333,0.3932163257239455
"{""discount_factor"": 0.4, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.4905570000000807,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.5, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.559381999999914,100,2.703333333333333,5.733333333333333,-1.0,5.733333333333333,3.349791038258954
"{""discount_factor"": 0.6, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.555174999999963,100,2.2319999999999998,-1.0,-1.0,5.733333333333333,3.3639722551372704
"{""discount_factor"": 0.7, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.5171580000001086,100,2.8380000000000005,5.733333333333333,-1.0,5.733333333333333,3.3335100619817144
"{""discount_factor"": 0.8, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.509078000000045,100,2.3666666666666667,2.3666666666666667,-1.0,5.733333333333333,3.3666666666666667
"{""discount_factor"": 0.9, ""epsilon"": 0.5, ""alpha"": 0.5, ""q_init"": 0, ""epsilon_decay"": 0.0001}",2.564497000000074,100,1.895333333333333,-1.0,-1.0,5.733333333333333,3.3335100619817153
