params,time,steps,reward_mean,reward_median,reward_min,reward_max,reward_std
"{""discount_factor"": 0.9, ""epsilon"": 0.1, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.501604999999927,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.0, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.8556640000001607,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.1, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",2.686206000000084,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.2, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.603342999999995,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.3, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.606588000000102,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.4, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.591449999999895,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.5, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.656107999999904,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.6, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.581339999999955,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.7, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.623300999999856,100,0.0,0.0,0.0,0.0,0.0
"{""discount_factor"": 0.8, ""epsilon"": 0.3, ""alpha"": 0.9, ""q_init"": ""random"", ""epsilon_decay"": 0.0001}",4.566162000000077,100,0.0,0.0,0.0,0.0,0.0
